CODLINHA,NOMELINHA,CODVEICULO,NUMEROCARTAO,DATAUTILIZACAO,COMPLETENESS,CONSISTENCY,CONFORMITY
531,OPER S/LINHA,7ZE092,043643220,,80,40,50
,CABRAL / PORTÃO,9I188,,31/10/54 05:00:09,60,20,25
,,,,25/10/15 11:33:47,20,20,25
33W9,OP. CONTIGENCIA,ZB490,0147848715533,,80,20,25
,OPER S/LINHA,MA011,9867602011x,,60,40,25
,,75255,8324675,,40,0,50
9,OPER S/LINHA,,9048651699661s,06/12/36 22:54:02,80,20,25
,,,2751661,,20,0,25
Q,,GV080,2892389,27/01/51 21:11:37,80,0,75
275OK,V. SUIÇA,BN622,2694920,,80,40,50
,,HM468,,,20,0,25
000,V. VELHA,0AU623,,,60,40,25
Z,,82902,2530731,,60,0,50
,,C954191,9326935509U,,40,0,0
,OPER S/LINHA,BN629,982022761564m,30/12/77 00:02:05,80,40,50
9842,LARANJEIRAS,BN629,,25-10-15 00:8:6,80,60,25
NGY71,OPER S/LINHA,,469689680032G,,60,20,0
E1TX,OPER S/LINHA,86234,,25-10-15 16:03:01,80,40,25
IR1LO,TRABALHADOR,,,,40,20,0
000,OPER S/LINHA,,,30/09/87 00:07:00,60,60,50
000,CENT./BOQUEIRÃO ,3B769S,,,60,40,25
000,OPER S/LINHA,55182,1778833,04/09/94 02:09:09,100,60,100
000,,A4Y3435,0627952,,60,20,50
74,V. SUIÇA,WH3415,,,60,20,0
000,OPER S/LINHA,,,25/10/15 19:05:47,60,80,50
170,,,3235442,25/10/15 11:19:54,60,40,75
000,,1A3602,2243912,,60,20,50
37,OP. CONTIGENCIA,I1M3023,,,60,20,0
,C.RASO/CAIUÁ,,599926946061Q,,40,20,0
,SAGRADO CORAÇÃO,,,,20,20,0
,OPER S/LINHA,ID978,,25-10-15 01:07:6,60,40,25
OPC,OPER S/LINHA,03031,2314970,,80,60,75
619,INTERBAIRROS IV,,29788151861o,,60,40,25
,OPER S/LINHA,RL661,2253683,25/10/15 18:39:34,80,40,75
H,,,68008399b,25-10-15 16:02:6,60,20,0
111,,60978,12,25/10/15 19:45:37,80,20,100
,OP. CONTIGENCIA,09523,,,40,20,25
,JD. CENTAURO,NG128,2842028,31/01/13 05:07:03,80,20,75
684,B.ALTO/STA.CA,,1007750,,60,40,50
4FQG,MONTANA,,,10/08/83 08:56:01,60,20,25
Q9F,,TI291,,21/11/86 09:58:19,60,0,75
812,MONTANA,,775587,,60,60,50
000,OPER S/LINHA,AA020,,,60,80,50
,OPER S/LINHA,TZ027,4962386800416C,,60,20,25
,MONTANA,,2408219,,40,20,25
,,,3518727,,20,0,25
,OPER S/LINHA,,,,20,20,0
,SABARÁ,,604815609474T,,40,20,0
7,,78234,3223009,,60,0,50
,,,,25-10-15 16:9:47,20,20,0
000,OPER S/LINHA,00022,7414718806014,,80,80,50
,STA. FELICIDADE,38640,,19/08/16 12:09:54,60,20,50
,SABARÁ,47762,,25-10-15 1:5:09,60,40,25
,,,7m,,20,0,0
,OPER S/LINHA,,2849283,30/10/20 00:01:04,60,20,50
,,,3558090,,20,0,25
000,RIO BONITO,,4910,,60,40,50
I,OPER S/LINHA,06050,1343,25-10-15 13:01:2,100,60,50
327RX,,,,25/10/15 20:17:12,40,20,25
,AHÚ/LOS ANGELES,EI577,4L,,60,20,25
R,OPER S/LINHA,99446,718j,25-10-15 3:06:7,100,40,25
000,,,3219892,,40,20,50
,,VR534,035u,09/04/82 08:05:08,60,0,50
,OP. CONTIGENCIA,840290E,50k,25-10-15 00:9:11,80,40,0
D59,OP. CONTIGENCIA,MT949,2883432,25/10/15 23:12:41,100,40,100
000,OP. CONTIGENCIA,07029,,30/04/25 08:03:01,80,60,75
,OPER S/LINHA,FF3054,,29/12/12 00:04:04,60,20,25
,OPER S/LINHA,,2481420,25-10-15 00:34:52,60,40,25
9,FERNANDO NORONHA,,,25/10/15 11:33:31,60,40,25
NQ13,,QH487,2481420,25-10-15 00:48:9,80,20,50
,INTERBAIRROS IV,LB602,,25-10-15 16:48:05,60,60,25
P,,07029,,,40,20,25
8,,7DT851F,10016906,25-10-15 00:34:3,80,20,25
,,24626,,,20,0,25
,MONTANA,,0o,27/10/13 00:00:33,60,20,25
0OCRR,BAIRRO NOVO B,GA002,,25/10/15 05:29:52,80,60,50
542,,978498,,25/10/15 07:18:52,60,40,50
,,GA002,3162003,25-10-15 18:50:00,60,40,50
000,BAIRRO NOVO B,AW970,30207,25/10/15 08:04:16,100,60,100
712,,2B188,822235,,60,20,50
712,OPER S/LINHA,UP487,3287031,08/10/08 08:32:02,100,40,100
,BAIRRO NOVO B,,,,20,20,0
020,,T5G8585,83P,,60,20,25
407,OP. CONTIGENCIA,,,,40,20,25
G,,,44651,25/10/15 17:15:18,60,20,50
,PORT/ST.BER-LVER,,,31/04/20 23:06:08,40,20,25
624,INTERBAIRR II H,AB602,69607413L,12/12/17 00:09:15,100,60,75
42Y1,,TN912,2237514,25-10-15 00:03:49,80,20,50
8WE,OPER S/LINHA,,,31/12/65 09:16:07,60,20,50
,,PZ0687,,25/10/15 18:36:55,40,20,25
000,,,43135809o,,40,20,25
000,OPER S/LINHA,,,,40,60,25
000,,136868,3363243,,60,20,50
,,38G816,,25-10-15 00:25:6,40,20,0
,,02336,2299824,,40,0,50
,,09546F,3165447,,40,0,25
619,,5V920,109745314,25-10-15 20:09:1,80,40,50
G8J,RIO BONITO,,3528852,,60,20,50
380,DETRAN/V.MACHADO,,49,25-10-15 11:08:01,80,80,50
,,AB479,,,20,0,25
,S.RITA/PINHEIRIN,AM484,,25/10/15 11:36:49,60,40,50
650,S.RITA/PINHEIRIN,60826,,,60,60,50
,INTERBAIRROS III,YQ266,3558325,31/05/87 00:09:01,80,20,75
000,OPER S/LINHA,SM4843,,08/11/08 03:08:02,80,60,50
4UO6K,SÃO BERNARDO,,3482789,,60,20,25
4DHXD,BAIRRO NOVO B,98105R,1866990,21/05/27 19:01:27,100,20,50
0,OPER S/LINHA,09519,2177338,25/10/15 13:43:33,100,40,75
IJ5,INTERBAIRROS IV,79052,81525485,,80,20,75
,,01024,,,20,20,25
,STA. INÊS,5E000M,,25/10/15 19:00:21,60,40,25
,,,10063704,,20,0,25
311,OP. CONTIGENCIA,,44693085e,21/12/68 02:02:24,80,40,50
000,,BN110,60361092133,25/10/15 20:23:51,80,40,75
272,OPER S/LINHA,71869,,,60,40,50
TGW,PAINEIRAS,,2447723,,60,20,50
,FERNÃO DIAS,,,,20,20,0
,INTERBAIRR II H,,3335654,,40,20,25
,,EA177,2217026,30/03/07 18:34:06,60,20,75
9G4MV,,32986,15164862211,,60,0,25
000,CASSIOPÉIA,12K377,827397404024c,06/03/93 00:06:30,100,40,50
000,OPER S/LINHA,,,25-10-15 22:27:01,60,80,25
OPC,,LD567,,25/10/15 07:28:12,60,40,75
000,OPER S/LINHA,,1075802691,05/11/59 00:41:08,80,60,75
,OPER S/LINHA,20547,3079036,25-10-15 22:02:19,80,40,50
,,,3525686,25-10-15 20:6:32,40,20,25
OPC,,00070,2259875,25-10-15 17:59:02,80,60,75
UI,OP. CONTIGENCIA,H72196,629636z,25-10-15 5:49:06,100,40,0
,OPER S/LINHA,9PT702O,,25/10/15 15:47:14,60,40,25
683,INTERB II ANTI H,BB604,878602014190,09/07/29 08:29:35,100,60,75
37,INTERBAIRROS IV,,3524914,25/10/15 22:27:24,80,40,50
000,,,6251R,25/10/15 18:41:28,60,40,50
,OPER S/LINHA,06000,2260275,,60,40,50
2,FAZENDINH/PORTÃO,1L000,1346391,25/10/15 22:29:24,100,40,50
NG3,RURBANA,BB604,,25/10/15 23:36:43,80,60,75
OPC,,,,,20,20,25
OPC,OP. CONTIGENCIA,,,,40,60,25
,CENTENÁRIO/HAUER,DA029,09098,25-10-15 13:9:0,80,60,50
,,,,30/11/25 23:01:03,20,0,25
,OPER S/LINHA,,1557591,25/10/15 11:33:34,60,40,50
000,,,1557591,25/10/15 11:33:37,60,40,75
000,OP. CONTIGENCIA,,050418493p,25-10-15 00:8:38,80,60,25
535,,HA002,,,40,40,50
642D0,ERASTO  GAERTNER,35787,,25-10-15 21:07:05,80,40,25
OPC,OPER S/LINHA,,,25/10/15 10:45:57,60,60,50
639,,7P165C,,,40,20,25
,OPER S/LINHA,,3366708,25-10-15 20:51:39,60,40,25
000,INTERBAIRROS III,03014,,04/08/50 22:14:03,80,60,75
,,03014,3532471,25-10-15 21:08:02,60,40,50
000,OP. CONTIGENCIA,DK834,,,60,40,50
,OPER S/LINHA,3E840C,3558379,,60,20,25
56X9,,BF494,,25-10-15 1:08:06,60,20,25
OPC,,97E086,2361229,,60,20,50
,OP. CONTIGENCIA,O16648Y,2013500,16/04/59 20:05:00,80,20,50
MY,,,,25-10-15 00:02:46,40,20,0
000,,VH565,,,40,20,50
U0,,,3275491,25/10/15 10:16:29,60,20,50
911,,,5683142606,25/10/15 10:16:31,60,40,75
,,,847k,25-10-15 15:4:33,40,20,0
711,OPER S/LINHA,07001,6487,02/06/59 06:10:50,100,60,100
59,OPER S/LINHA,,,25/10/15 14:46:13,60,40,25
,,45333,1286514,,40,0,50
QF2,,,,,20,0,25
CRJ7G,IGUAPE II,GA152,,25-10-15 15:37:02,80,60,25
VM5F0,IGUAPE II,9GT014,2958450,,80,20,25
,OPER S/LINHA,ZD382,,,40,20,25
6RJ,PALOTINOS,DN604,,25/10/15 16:19:45,80,60,75
J,,77222,1657762,,60,0,50
,TUBO ST QUITERIA,05068,,,40,40,25
,,58926F,2277446,25/10/15 15:32:35,60,20,50
98GB6,,,,,20,0,0
ZPG67,,,,20/04/89 20:01:13,40,0,25
,OPER S/LINHA,,575406,,40,20,25
030,INTERBAIRROS III,KB601,,31/07/72 06:02:12,80,80,75
,CABRAL / PORTÃO,HA610,3135619,,60,40,50
,,9J535V,,22/10/88 00:03:11,40,0,25
000,,6JI843Q,000v,25/10/15 07:16:22,80,40,50
,OP. CONTIGENCIA,IW348,,03/12/21 00:08:02,60,20,50
000,MAD. S. CÂNDIDA / C. RASO,,2813037,,60,40,50
,OPER S/LINHA,55142,,08/04/52 00:52:02,60,20,50
000,GANCHINHO,KDP3765,,,60,40,25
U,INTERBAIRROS IV,10801,,25-10-15 10:4:41,80,40,25
000,OPER S/LINHA,YF849,07Z,31/01/39 17:39:02,100,60,75
000,OP. CONTIGENCIA,,1546919,,60,40,50
N0L,OPER S/LINHA,,8083446p,25-10-15 22:38:27,80,40,25
000,,03014,2251513,25/10/15 17:27:11,80,60,100
000,,4X490M,146688550687,25/10/15 17:31:52,80,40,50
,OPER S/LINHA,KJM032,,,40,20,0
,,,,25-10-15 16:8:7,20,20,0
,OPER S/LINHA,03014,3139250,25-10-15 05:07:03,80,60,50
000,INTERBAIRR II H,,594447808,31/03/51 00:50:05,80,40,75
226,,42005,1649543,23/10/60 23:05:03,80,20,100
2G,,03014,,,40,20,25
5B59,OP. CONTIGENCIA,,,31/06/04 00:09:06,60,20,25
628,OPER S/LINHA,03014,5,,80,60,75
545,,,,25/10/15 20:22:02,40,40,50
CN,RURBANA,,321174,,60,20,25
,OPER S/LINHA,03014,,07/03/25 20:53:02,60,40,50
6XII,OPER S/LINHA,03014,,25/10/15 20:37:18,80,60,50
000,OPER S/LINHA,03008,,25-10-15 09:06:18,80,100,50
,PIRINEUS,,7,25/10/15 12:17:13,60,40,50
000,OPER S/LINHA,KA605,2682732,25-10-15 2:34:2,100,100,75
,OPER S/LINHA,YM625,,25-10-15 18:44:46,60,40,25
650,NIVALDO BRAGA,BP862,808,25-10-15 00:04:26,100,60,75
Z9ZA,BRACATINGA,37999,,25/10/15 15:06:12,80,40,50
222,,,292340a,25/10/15 18:54:38,60,40,50
,OPER S/LINHA,01021,3232760,25-10-15 14:14:47,80,60,50
88,HUGO LANGE,,3318263,25-10-15 18:05:9,80,40,25
,INTERBAIRROS I A,I03546V,2475,30/12/10 07:36:04,80,20,50
,OPER S/LINHA,,3538934,,40,20,25
C5R,,GB605,3466800,04/02/35 21:01:08,80,20,100
,,GB605,,25/10/15 19:26:14,40,40,50
45PT,INTERBAIRROS V,,6369576190,25/10/15 20:06:51,80,40,50
655,OPER S/LINHA,UL850,0937752,,80,40,75
P4D75,TARUMÃ,AC024,40,25/10/15 19:51:12,100,60,75
,OPER S/LINHA,,674232,25-10-15 14:37:13,60,40,25
,,03035,3005566,25-10-15 18:00:07,60,40,50
000,OPER S/LINHA,3R131,3517905,25-10-15 20:02:56,100,80,50
,INTERBAIRROS IV,,2943352,28/06/86 02:08:01,60,20,50
,,283854,3138892,25-10-15 5:8:5,60,20,25
,,67X627A,3211211,,40,0,25
P,,,60963611,06/02/79 00:09:07,60,0,50
,OPER S/LINHA,09053,,,40,40,25
,,33474,3194539,,40,0,50
,OPER S/LINHA,,3194539,,40,20,25
000,OPER S/LINHA,03035,2666764,31/09/45 04:35:04,100,80,100
,,03035,133y,03/12/41 21:09:02,60,20,50
000,STA. FELICIDADE,,13798424,,60,40,50
021,C.RASO/CAIUÁ,,,,40,40,25
9M2,,,,25/10/15 12:18:13,40,20,50
,,6E974,,,20,0,0
QRR,OPER S/LINHA,,,,40,20,25
OPC,,,,25-10-15 14:3:32,40,40,25
2,OP. CONTIGENCIA,GD862,3459013,,80,20,50
OPC,,43858,,25/10/15 12:45:49,60,40,75
542,,,6815289703480,30/05/33 09:25:03,60,20,50
,S.RITA/PINHEIRIN,05044,,,40,40,25
,OPER S/LINHA,2VR4945,2677077,,60,20,25
Z301R,OPER S/LINHA,,,25-10-15 4:00:22,60,40,0
000,OPER S/LINHA,,,,40,60,25
811,CARBOMAFRA,91685,,,60,40,50
000,OPER S/LINHA,,2888790,25/10/15 05:11:02,80,80,75
,RIO BONITO,HA262,5260090312139C,25/10/15 06:22:32,80,60,50
,RIO BONITO,LS497,647430493,,60,20,50
,OPER S/LINHA,067785W,,14/01/21 00:04:00,60,20,25
,,5Z607J,44956,25/10/15 07:14:50,60,20,50
UQ0,OPER S/LINHA,22185,503,25/10/15 10:01:00,100,40,100
612,OPER S/LINHA,HA019,,25/10/15 10:01:02,80,80,75
000,C.COMP/C.RASO,,206648,25-10-15 15:40:29,80,60,50
,,AA035,,,20,20,25
,RIO BONITO,HM706,10064527,,60,20,50
0V5,,5O329,22,25-10-15 07:6:8,80,20,50
DT6E,,3Z0695,3554078,02/11/67 08:02:06,80,0,50
,INTERBAIRROS V,JA017,848226L,25-10-15 13:10:02,80,60,25
,,,,25-10-15 10:01:39,20,20,0
000,,,,25/10/15 11:30:06,40,40,50
030,,HE192,678n,02/07/98 00:05:08,80,20,75
8R,V. RENO,,212534671,25/10/15 10:02:07,80,40,50
,,,73755,25-10-15 3:13:50,40,20,25
,INTERBAIRR II H,Y6Q9118,1348083,,60,20,25
,OPER S/LINHA,,791727354,,40,20,25
,OPER S/LINHA,47868,3535533,25/10/15 18:09:36,80,40,75
,FANNY,EO092,2387794,03/03/49 17:01:42,80,20,75
232,OPER S/LINHA,,75281261717z,25-10-15 21:46:01,80,60,25
,SOLAR,N62426,2950128,25-10-15 12:36:09,80,40,25
,,YI884,0778176160,25-10-15 21:49:46,60,20,50
O555,J.MERCES/GUANABA,05032,183314484N,,80,40,25
000,OPER S/LINHA,,,,40,60,25
,,,2860983,,20,0,25
000,CENTENÁRIO/HAUER,,2860983,25-10-15 21:39:08,80,60,50
OPC,OPER S/LINHA,LY810,,,60,40,50
000,B.VISTA/BARREIR,MN605,1863970,,80,60,75
,OPER S/LINHA,GM507,,03/10/17 00:03:02,60,20,50
,OPER S/LINHA,,3646017322T,,40,20,0
000,ALTO TARUMÃ,41054,8475684187614,25/10/15 14:49:23,100,60,75
000,INTERBAIRROS IV,03003,37284726K,,80,60,50
90C,,AC030,144G,31/12/33 20:07:16,80,20,75
5E85,OPER S/LINHA,,3553504,,60,20,25
01A7N,OPER S/LINHA,,1378762,25/10/15 06:46:55,80,40,50
000,OPER S/LINHA,ZT401,2326248,,80,60,75
6UJ,S.RITA/PINHEIRIN,GC004,,25-10-15 00:2:03,80,60,50
,V. VERDE,,3521462,31/11/99 19:07:06,60,20,50
,OPER S/LINHA,LNS021,3798969198677z,,60,20,0
I6,,,3426204,25-10-15 00:05:1,60,20,25
170,OP. CONTIGENCIA,,,25/10/15 12:22:53,60,60,50
,INTERBAIRROS V,,3131,25/10/15 18:07:18,60,40,50
X2,AUGUSTO STRESSER,,,,40,20,0
967,,,3258098,,40,20,50
,,,3014958,,20,0,25
000,,,3514360,25-10-15 09:07:11,60,40,50
4,PINHEIRINHO,00012,,25-10-15 19:2:38,80,60,25
000,OPER S/LINHA,,,,40,60,25
,OPER S/LINHA,00012,9121777224,,60,40,50
EZI,TUBO ST QUITERIA,,55072765390,25-10-15 20:42:02,80,40,25
OPC,OP. CONTIGENCIA,,741625857857J,25/10/15 15:12:39,80,80,50
OPC,OP. CONTIGENCIA,RLB197H,2423491,25/10/15 17:50:28,100,80,75
,OPER S/LINHA,,,,20,20,0
649,,,670,25/10/15 08:49:01,60,40,75
000,OPER S/LINHA,03001,3184761,25/10/15 08:49:03,100,100,100
,GRAMADOS,75829,3316659C,,60,20,25
000,,,99088964383Z,25-10-15 0:44:07,60,40,25
,,,423680890067v,25/10/15 05:59:57,40,20,25
000,,1FG939,,,40,20,25
,BANES/CALIFÓRNIA,,,,20,20,0
,,,3243650,25-10-15 6:5:26,40,20,25
,,06062,,25/10/15 07:00:42,40,40,50
,,06062,,25-10-15 20:46:05,40,40,25
,GUABIROTUBA,,36988578115,25-10-15 19:20:07,60,40,0
000,,FL109,3311775,,60,20,75
828,,AC012,,,40,40,50
000,,03001,30548864004,25-10-15 18:56:59,80,60,50
,OPER S/LINHA,64G427M,2492434,25/10/15 16:59:48,80,40,50
,,EA206,2951468,,40,20,50
T5IHU,,,3392848,,40,0,25
000,OPER S/LINHA,03038,,25/10/15 16:41:59,80,100,75
624,OPER S/LINHA,1AJ284C,,,60,40,25
P8N,BARREIRINHA,,3312457,25/10/15 11:01:52,80,40,75
,OPER S/LINHA,,3047980d,25-10-15 00:1:29,60,40,0
010,V. SÃO PEDRO,BN331,,02/05/98 03:05:05,80,40,75
000,OPER S/LINHA,03022,,02/09/30 20:09:06,80,80,75
000,,,,25-10-15 03:04:02,40,40,25
226,CABRAL / PORTÃO,,556521930635o,25/10/15 17:13:22,80,60,50
OPC,OP. CONTIGENCIA,AC917,85881,30/04/98 02:02:07,100,80,100
,OP. CONTIGENCIA,36820M,,,40,20,0
,OPER S/LINHA,67654,1905104,,60,20,50
1Y1C2,,AA279,,25-10-15 00:03:4,60,40,25
,,04914A,3491614,25/10/15 18:49:37,60,20,50
BSR09,,06054,8947653,,60,20,50
T,OPER S/LINHA,6D6365,,,60,20,0
,OPER S/LINHA,87337,822y,25/10/15 17:12:27,80,40,50
,,297057,,,20,0,0
,SOLAR,05060,,25-10-15 4:03:05,60,60,25
G,OPER S/LINHA,,72276592T,25-10-15 5:12:3,80,40,0
522,,EA187,3468480,,60,40,75
,,,015,25-10-15 06:53:05,40,20,25
5,OP. CONTIGENCIA,,,,40,20,0
OPC,,,2780820,25/10/15 12:18:14,60,40,75
,OP. CONTIGENCIA,,,,20,20,0
8YCXT,,,,,20,0,0
,,,27245J,25-10-15 12:5:03,40,20,0
000,OPER S/LINHA,,,25/10/15 12:16:01,60,80,50
040,,1F632,5387,06/03/44 07:37:33,80,20,75
,,,2342159,,20,0,25
000,INTERBAIRROS IV,,1336059,25-10-15 13:07:24,80,60,50
9MQ39,INTERBAIRROS IV,,1115249,,60,20,25
040,INTERBAIRROS IV,,65348912763,25-10-15 16:3:1,80,80,25
,OPER S/LINHA,6LS5495,2481420,25/10/15 18:23:58,80,40,50
000,OPER S/LINHA,06057,3034170,25/10/15 07:30:49,100,100,100
000,OPER S/LINHA,33P733,,25-10-15 20:03:1,80,80,25
TJ7,,02030,,25-10-15 01:11:17,60,40,50
,,09047,62325537,20/08/58 00:08:11,60,20,75
,,09232,,25-10-15 00:12:07,40,20,25
823,PETRÓPOLIS,,00976721,25-10-15 00:5:37,80,60,50
63LY,,EP939,2842028,25/10/15 11:05:22,80,20,75
,,3KB674,49957,,40,0,25
000,,UK841,3524914,25-10-15 21:09:02,80,40,75
,,,,,0,0,0
,OPER S/LINHA,QG305,3343145,17/06/74 06:03:36,80,20,75
J1Q04,PETRÓPOLIS,06051,04740,,80,40,50
,OP. CONTIGENCIA,,3277513,,40,20,25
000,SÃO FRANCISCO,,,,40,40,25
7,JD.PARANAENSE,,,08/10/30 23:03:03,60,20,25
000,,09055,3373661,20/01/91 20:00:00,80,40,100
,OP. CONTIGENCIA,,24268169830,26/11/76 09:09:07,60,20,25
,,0KA741X,,,20,0,0
,,20970,2758243,,40,0,50
,OPER S/LINHA,,,,20,20,0
040,,PB316,3269728,25/10/15 11:44:13,80,40,100
000,,JB499,3269728,,60,40,75
000,RIO BONITO/CIC,LTC6667,,26/12/23 21:00:12,80,40,50
2DS2,,IVC0358,73909,25-10-15 03:04:05,80,20,25
685,,WQ530N,,,40,20,25
685,RIO BONITO/CIC,HA297,3317315,,80,80,75
K0,OPER S/LINHA,GC005,3121738,25/10/15 07:14:15,100,60,75
,,GC005,,24/10/86 23:06:01,40,20,50
,,,,25/10/15 13:50:36,20,20,25
U4KE,OPER S/LINHA,06I047Q,3449031,,80,20,25
547,OPER S/LINHA,00033,,,60,60,50
,,,,25-10-15 15:31:42,20,20,0
,,,10N,,20,0,0
,INTERB II ANTI H,09033,8313297902465,31/10/34 09:01:23,80,40,50
OPC,,NZT0312,,,40,20,25
,,,,07/12/89 00:07:00,20,0,25
541,STA. FELICIDADE,,,25/10/15 15:58:11,60,60,50
000,,,3282472,25-10-15 21:59:21,60,40,50
000,ITAMARATI,,2433073,,60,40,50
,SAVÓIA,GB607,563636348,25-10-15 21:03:23,80,60,50
77U,OPER S/LINHA,01T9235,1,,80,20,50
OPC,,CU682,,19/12/91 15:00:58,60,20,75
,OPER S/LINHA,06003,,,40,40,25
,OPER S/LINHA,N41945,3281598,,60,20,25
9,,08102,25314D,07/07/82 00:09:03,80,0,50
OPC,,,,,20,20,25
F,OPER S/LINHA,03042,,09/09/32 20:07:12,80,40,50
7AL,OPER S/LINHA,03042,3101493,,80,40,75
3,,,2440757,,40,0,25
000,,MS856,,,40,20,50
000,AVERDE/ABRANCHES,,94932791307y,,60,40,25
000,,5B872,935912395856,,60,20,25
,OPER S/LINHA,,,25-10-15 19:10:07,40,40,0
E,OPER S/LINHA,HC844,85267,25-10-15 00:53:45,100,40,50
000,,73406,072850498,,60,20,75
,OPER S/LINHA,95687,50695M,25/10/15 19:05:03,80,40,50
,,,9799297691986P,,20,0,0
,,0W205,,25-10-15 21:08:1,40,20,0
T4F9D,OPER S/LINHA,793754,,25-10-15 20:04:2,80,40,0
,OP. CONTIGENCIA,,2953923,,40,20,25
,OP. CONTIGENCIA,60T842,,08/11/72 16:01:00,60,20,25
000,CABRAL / PORTÃO,,6662437629u,07/05/19 00:04:04,80,40,50
233,,AA277,1557591,,60,40,75
OPC,OP. CONTIGENCIA,AA018,,,60,80,50
211,,AA018,,,40,40,50
OPC,,WZ452K,,25-10-15 9:01:08,60,40,25
OPC,,CB742,,,40,20,50
000,,32963,3097614,25/10/15 16:22:34,80,40,100
,,AA005,,25/10/15 19:02:54,40,40,50
,,,2679144,,20,0,25
O8,MONTANA,,,,40,20,0
W633,,,72653I,,40,0,0
5NZXZ,,9Y850,,,40,0,0
,C.COMP/C.RASO,,,25/10/15 18:44:59,40,40,25
,C.COMP/C.RASO,LA012,,,40,40,25
214,C.COMP/C.RASO,68215,,25-10-15 21:5:08,80,60,50
040,BAIRRO NOVO A,,882119,,60,40,50
000,ABRANCHES,05061,83127,25/10/15 18:53:13,100,80,100
000,,,,,20,20,25
,,,58466H,30/11/73 00:16:03,40,0,25
,,AB604,,,20,20,25
,INTERBAIRROS III,,3427277,25-10-15 14:07:04,60,40,25
,,,,,0,0,0
000,OPER S/LINHA,WF363,18343W,10/10/27 07:04:36,100,60,75
000,,,5652,17/10/70 14:01:35,60,20,75
V,,558743O,5694039479516,25/10/15 08:59:38,80,20,25
,OP. CONTIGENCIA,,,,20,20,0
000,,,,25/10/15 12:24:04,40,40,50
266,,EQH862P,,,40,20,25
88ALP,OPER S/LINHA,08877,2670305,19/06/11 21:10:05,100,20,75
718,BAIRRO NOVO C,88S7961,32020700f,,80,40,25
,,,2670305,25-10-15 21:00:7,40,20,25
778,COTOLENGO,01Y754,,25-10-15 00:13:36,80,80,25
,OPER S/LINHA,,62466752,31/04/86 21:00:02,60,20,50
1L0G,,55538,,25-10-15 2:2:03,60,20,25
,V. SÃO PAULO,55S347,1427246,25-10-15 00:09:1,80,40,25
M,,,,25-10-15 7:05:58,40,20,0
625,GRAMADOS,RI105,3183633,,80,60,75
777,,10980,2859239,,60,20,75
712,,9470325,6306740956441,,60,20,25
,,360075Q,,10/01/23 23:00:07,40,0,25
000,,52950,,,40,20,50
,OPER S/LINHA,03012,,25/10/15 20:44:20,60,60,50
,,,,,0,0,0
,,,,25-10-15 2:04:02,20,20,0
OPC,BRACATINGA,89P149,2278652,23/11/32 13:00:32,100,40,75
183,JD.PARANAENSE,79504,,25-10-15 21:38:51,80,60,50
468,N. SRA. DA LUZ,,,25-10-15 0:42:00,60,60,25
,,,3502790,25/10/15 11:07:49,40,20,50
,,21983,,,20,0,25
,UBERABA,,443966665,25/10/15 18:04:24,60,40,50
2XWI,FORMOSA,7TP985,,,60,20,0
231,FORMOSA,,4214930,25-10-15 18:03:35,80,60,50
1,FORMOSA,5U309Q,,25-10-15 00:33:01,80,40,0
617,,,,31/12/21 05:35:53,40,20,50
6FO40,,G7P731,92999N,,60,0,0
020,OPER S/LINHA,,,25/10/15 09:14:36,60,60,50
,,54782,5373048,25-10-15 00:11:33,60,20,50
,TRINDADE,,,,20,20,0
,INTERBAIRROS III,,3548933,30/12/05 23:10:04,60,20,50
366,,,,31/05/33 05:58:00,40,20,50
224,OPER S/LINHA,,3495064,26/11/59 00:24:09,80,40,75
000,INTERB II ANTI H,,2758243,25/10/15 17:45:09,80,60,75
611,FAZENDINH/PORTÃO,4HM831,896348,,80,60,50
,INTERB II ANTI H,DR371,3479080,,60,20,50
OPC,,,,,20,20,25
7BSY4,SISTEMA ARAUCARIA,03012,0945643824985S,27/10/78 23:01:15,100,40,50
4HT4,,909322,,25-10-15 11:29:00,60,20,0
,OPER S/LINHA,,,,20,20,0
G185C,SÃO BERNARDO,06053,8723828,25-10-15 23:6:5,100,60,50
,CABRAL / PORTÃO,AC850,,25/10/15 19:37:22,60,60,50
646,ZOOLÓGICO,,1116590,25/10/15 16:34:05,80,60,75
170,INTERB II ANTI H,3N657,3454256,,80,40,50
,INTERBAIRROS IV,39659,,04/11/18 00:24:25,60,20,50
,INTERBAIRROS IV,,752328666I,28/12/30 00:02:35,60,20,25
040,CENTENÁRIO/HAUER,,,25-10-15 00:7:03,60,60,25
1,OPER S/LINHA,GR124,953077834470Y,28/10/88 18:08:09,100,40,50
OPC,OPER S/LINHA,76002,2336539,25/10/15 09:07:32,100,60,100
652,,RW935,13b,,60,20,50
0AQK,ALTO BOQUEIRÃO,RM944,3510864,25/10/15 09:44:19,100,40,75
,,,09,25-10-15 23:0:06,40,20,25
OPC,OP. CONTIGENCIA,EA206,,25-10-15 20:43:55,80,100,50
S,,S9P793W,02,,60,0,25
,OPER S/LINHA,99083,,25/10/15 09:28:38,60,40,50
,PORTO BELO,,23346F,25-10-15 23:49:41,60,40,0
ZY,V. LEONICE,,3498610,25/10/15 07:34:18,80,40,50
000,OPER S/LINHA,BN407,2423491,,80,80,75
TSP,TUBO SAO PEDRO  ,WD374,70146982,25-10-15 21:02:42,100,80,75
